CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS
8906,HIST 405,1,Law and Justice in Chinese His,3,,Lec,TR,1330-1445,MCM 362,Xu  Xiaoqun,0,Closed
9148,HIST 446,1,The Rise of Jacksonian America,3,,Lec,MWF,1000-1050,MCM 262,Hamilton  Phillip,0,Closed
9160,HIST 485,1,The Great Depression,3,,Lec,MWF,1400-1450,MCM 310,Sellars  Nigel,3,Open
9149,HIST 490,W1,WI: Senior Seminar,3,  WI,Lec,W,1600-1845,MCM 300B,Allison  James,0,Closed
9150,HIST 490,W2,WI: Senior Seminar,3,  WI,Lec,W,1800-2045,MCM 114,Puaca  Brian,0,Closed
9317,HIST 490,W3,WI: Senior Seminar,3,  WI,Lec,M,1800-2045,MCM 207,Garmon  Frank,6,Open
9153,HIST 491,1,Practicum,3,,Int,MWF,0800-0850,MCM 112,Shuck-Hall  Sheri,0,Closed
9154,HIST 495,1,SP TPC: The Crusades,3,,Lec,MW,1730-1845,MCM 312,Cartwright  Charlotte,3,Open
9031,HIST 510,1,The Amer Historian as Teacher,3,,Lec,R,1630-1915,MCM 300B,Puaca  Laura,1,Open
8929,HONR 010,1,First Year Activities,0,  HON,Fie,,,ARR ,Paul  Jay,0,Closed
8932,HONR 010,2,First Year Activities,0,  HON,Fie,,,ARR ,Paul  Jay,1,Open
8934,HONR 010,3,First Year Activities,0,  HON,Fie,,,ARR ,Paul  Jay,31,Open
8936,HONR 020,1,Second Year Activities,0,  HON,Fie,,,ARR ,Paul  Jay,0,Closed
8938,HONR 020,2,Second Year Activities,0,  HON,Fie,,,ARR ,Paul  Jay,2,Open
8940,HONR 020,3,Second Year Activities,0,  HON,Fie,,,ARR ,Paul  Jay,34,Open
8941,HONR 020,4,Second Year Activities,0,  HON,Fie,,,ARR ,Paul  Jay,34,Open
8946,HONR 030,1,Third Year Activities,0,  HON,Fie,,,ARR ,Paul  Jay,0,Closed
8947,HONR 030,2,Third Year Activities,0,  HON,Fie,,,ARR ,Paul  Jay,13,Open
8948,HONR 030,3,Third Year Activities,0,  HON,Fie,,,ARR ,Paul  Jay,23,Open
8951,HONR 040,1,Fourth Year Activities,0,  HON,Fie,,,ARR ,Paul  Jay,0,Closed
8954,HONR 040,2,Fourth Year Activities,0,  HON,Fie,,,ARR ,Paul  Jay,6,Open
8960,HONR 040,3,Fourth Year Activities,0,  HON,Fie,,,ARR ,Paul  Jay,23,Open
8964,HONR 300,1,The Evolution of Physics,3,  HON,Lec,TR,0930-1045,LUTR 131,Heddle  David,0,Closed
8967,HONR 301,1,Stem Cells: Science &amp; Society,3,  HON,Lec,MWF,1000-1050,FORBES 2014,Meighan  Christopher,0,Closed
8971,HONR 319,1,The Lotus Sutra,3,  HON,Lec,MWF,1100-1150,MCM 357,Thompson  John,1,Open
8974,HONR 322,1,The American Worldview,3,  HON,Lec,MWF,1100-1150,MCM 112,Falk  Andrew,0,Closed
8976,HONR 324,1,The Films of Alfred Hitchcock,3,  HON,Lec,TR,1500-1615,MCM 310,Padilla  Mark,0,Closed
8979,HONR 324,2,The Films of Alfred Hitchcock,3,  HON,Lec,TR,1630-1745,MCM 310,Padilla  Mark,0,Closed
8991,HONR 345,1,Science on the Stage,3,  HON,Lec,TR,1330-1445,FERG 210,Gillman  Denise,4,Open
8993,HONR 348,1,Page  Stage &amp; Image,3,  HON,Lec,MWF,1500-1550,FERG 221,Godwin  Laura,5,Open
9158,HONR 354,1,Computer Science &amp; Theology,3,  HON,Lec,TR,0800-0915,LUTR 323,Siochi  Antonio,5,Open
9165,HONR 356,1,Thinking Out Loud,3,  HON,Lec,TR,1630-1745,MCM 314,Harter  Nathan,0,Closed
8998,HONR 360,1,Arguing about Education,3,  HON,Lec,MWF,1400-1450,LUTR 131,Steiner  Mark,0,Closed
9007,HONR 364,1,International Development,3,  HON,Lec,TR,1100-1215,LUTR 157,Gautam  Rana,0,Closed
9359,HONR 368,1,Ancient Numismatics,3,  HON,Lec,MW,1600-1715,MCM 314,Motta  Rosa,10,Open
9361,HONR 369,1,Science Of Evil,3,  HON,Lec,MWF,1200-1250,FORBES 2012,Dow  Gayle,0,Closed
9360,HONR 370,1,Mindreaders,3,  HON,Lec,TR,0930-1045,FORBES 2002,Guajardo  Nicole,0,Closed
9017,HONR 381,1,Major-Related Indpdnt Study,0 - 3,  HON,Ind,,,ARR ,Paul  Jay,0,Closed
9021,HONR 382,1,HNRS: Civic Engagement,0 - 3,  HON,Pra,,,ARR ,Paul  Jay,19,Open
9022,HONR 382,2,HNRS: Civic Engagement,0 - 3,  HON,Pra,,,ARR ,Paul  Jay,39,Open
9024,HONR 383,1,HNRS: Study Abroad,0 - 3,  HON,Lec,,,ARR ,Paul  Jay,0,Closed
9027,HONR 484,1,Honors Portfolio,1,  HON,Ind,,,ARR ,Paul  Jay,0,Closed
9028,HONR 484,2,Honors Portfolio,1,  HON,Ind,,,ARR ,Paul  Jay,6,Open
9029,HONR 484,3,Honors Portfolio,1,  HON,Ind,,,ARR ,Paul  Jay,24,Open
9159,HONR 490,W1,HNRS WI: Probl in Modern World,3,  HON  WI,Lec,TR,1330-1445,MCM 307,Rizova  Tatiana,0,Closed
9030,HONR 490,W2,HNRS WI: Probl in Modern World,3,  HON  WI,Lec,TR,1100-1215,MCM 200B,Timani  Hussam,0,Closed
9032,HONR 490,W3,HNRS WI: Probl in Modern World,3,  HON  WI,Lec,MWF,1400-1450,MCM 316,Mulligan  Roark,0,Closed
9034,HONR 490,W4,HNRS WI: Probl in Modern World,3,  HON  WI,Lec,TR,1500-1615,TRIB 208,Paul  Jay,0,Closed
9035,HONR 490,W5,HNRS WI: Probl in Modern World,3,  HON  WI,Lec,MW,1600-1715,TRIB 208,Paul  Jay,0,Closed
9115,IDST 210,1,Childhood Study: Hist  Lit  Ed,3,,Lec,TR,1100-1215,MCM 360,Shortsleeve  Kevin,0,Closed
9135,IDST 255,1,Intro to Women&#39;s &amp; Gender Stud,3,AIII,Lec,TR,1330-1445,MCM 200D,Puaca  Laura,0,Closed
9213,IDST 377,1,Advanced Museum Studies,3,,Lec,MWF,1300-1350,FERG 210,Mulryan  Michael,6,Open
9221,IDST 470,1,Capstone Seminar in CESE,3,,Lec,W,1600-1845,MCM 364,Rosenberg  R.,0,Closed
8434,IDST 490,1,IDST Capstone Project,3,,Ind,MW,1600-1715,FORBES 2088,Lipatova  Olga,5,Open
9301,IDST 490,2,IDST Capstone Project,3,,Ind,,,ARR ,Harter  Nathan,0,Closed
8850,ITAL 102,1,Beginning Italian II,3,,Lec,MWF,0800-0850,MCM 257,Sorbera  Valentina,4,Open
8852,ITAL 102,2,Beginning Italian II,3,,Lec,MWF,0900-0950,MCM 364,Sorbera  Valentina,0,Closed
9006,ITAL 202,1,Intermediate Italian II,3,  LLF,Lec,MWF,1100-1150,MCM 164,Sorbera  Valentina,12,Open
9008,LATN 102,1,Beginning Latin II,3,,Lec,MWF,0900-0950,MCM 310,Pollio  David,0,Closed
9010,LATN 102,2,Beginning Latin II,3,,Lec,MWF,1000-1050,MCM 310,Pollio  David,0,Closed
9012,LATN 202,1,Intermediate Latin II,3,  LLF,Lec,TR,1330-1445,MCM 310,Buszard  Bradley,0,Closed
8855,LATN 395,1,Special Topics,3,  LLF,Lec,MWF,1400-1450,MCM 357,Pollio  David,15,Open
8415,LDSP 240,1,Theories/Persp on Leadership,3,,Lec,TR,0800-0915,LUTR 139,Harter  Nathan,0,Closed
8438,LDSP 240,10,Theories/Persp on Leadership,3,,Lec,MWF,1300-1350,LUTR 170,Gagnon  Elizabeth,0,Closed
8440,LDSP 240,11,Theories/Persp on Leadership,3,,Lec,MWF,1300-1350,FORBES 2014,Callahan  Kathleen,0,Closed
8442,LDSP 240,12,Theories/Persp on Leadership,3,,Lec,TR,1330-1445,LUTR 137,Shollen  S.,0,Closed
8444,LDSP 240,13,Theories/Persp on Leadership,3,,Lec,TR,1330-1445,FORBES 3012,Waters  Molly,0,Closed
8447,LDSP 240,14,Theories/Persp on Leadership,3,,Lec,MWF,1400-1450,MCM 210,Chace  Sarah,0,Closed
8450,LDSP 240,15,Theories/Persp on Leadership,3,,Lec,MWF,1500-1550,LUTR 139,Gagnon  Elizabeth,3,Open
8451,LDSP 240,16,Theories/Persp on Leadership,3,,Lec,TR,1500-1615,LUTR 170,Waters  Molly,0,Closed
8452,LDSP 240,17,Theories/Persp on Leadership,3,,Lec,MW,1600-1715,LUTR 137,Throupe  Lori,1,Open
8453,LDSP 240,18,Theories/Persp on Leadership,3,,Lec,TR,1630-1745,LUTR 269,Shollen  S.,1,Open
9170,LDSP 240,19,Theories/Persp on Leadership,3,,Lec,T,1800-2100,LUTR 142,Stone  Sharon,0,Closed
8420,LDSP 240,2,Theories/Persp on Leadership,3,,Lec,TR,0930-1045,LUTR 139,Harter  Nathan,0,Closed
8422,LDSP 240,3,Theories/Persp on Leadership,3,,Lec,MWF,0900-0950,LUTR 142,Cusher  Brent,0,Closed
8424,LDSP 240,4,Theories/Persp on Leadership,3,,Lec,TR,0930-1045,FORBES 2014,Waters  Molly,0,Closed
8425,LDSP 240,5,Theories/Persp on Leadership,3,,Lec,MWF,1000-1050,LUTR 142,Cusher  Brent,0,Closed
8427,LDSP 240,6,Theories/Persp on Leadership,3,,Lec,MWF,1100-1150,LUTR 142,Callahan  Kathleen,0,Closed
8429,LDSP 240,7,Theories/Persp on Leadership,3,,Lec,TR,1100-1215,LUTR 264,Throupe  Lori,0,Closed
8431,LDSP 240,8,Theories/Persp on Leadership,3,,Lec,MWF,1200-1250,LUTR 139,Chace  Sarah,0,Closed
8433,LDSP 240,9,Theories/Persp on Leadership,3,,Lec,MWF,1200-1250,LUTR 170,Gagnon  Elizabeth,0,Closed
8454,LDSP 320,1,Leadership Through the Ages,3,,Lec,MWF,1000-1050,FORBES 2070C,Heuvel  Sean,0,Closed
8455,LDSP 320,2,Leadership Through the Ages,3,,Lec,TR,1330-1445,FORBES 2070A,Throupe  Lori,0,Closed
8456,LDSP 320,3,Leadership Through the Ages,3,,Lec,TR,1500-1615,FORBES 2070A,Throupe  Lori,2,Open
8457,LDSP 320,4,Leadership Through the Ages,3,,Lec,MW,1800-1915,LUTR 142,Redekop  Benjamin,2,Open
8458,LDSP 330,1,Cross-Cultural Leadership,3,AIII,Lec,MWF,1100-1150,TRIB 208,Tian  Qingyan,0,Closed
8459,LDSP 330,2,Cross-Cultural Leadership,3,AIII,Lec,MWF,1200-1250,TRIB 208,Tian  Qingyan,0,Closed
8460,LDSP 384,1,Leading Change,3,,Lec,MWF,1500-1550,MCM 210,Chace  Sarah,0,Closed
8461,LDSP 384,2,Leading Change,3,,Lec,TR,1800-1915,LUTR 264,Heuvel  Lisa,1,Open
8462,LDSP 395,1,SP TPC: Ambition,3,,Lec,MWF,1300-1350,FORBES 2070A,Cusher  Brent,0,Closed
8463,LDSP 395,2,SP TPC:Leadership in Sports,3,,Lec,TR,1100-1215,LUTR 170,Shollen  S.,0,Closed
8469,LDSP 491,W1,WI: Leadership Internship Sem,3,  WI,Lec,MWF,1100-1150,FORBES 2012,Heuvel  Sean,0,Closed
8471,LDSP 491,W2,WI: Leadership Internship Sem,3,  WI,Lec,TR,1330-1445,LUTR 352,Callahan  Kathleen,0,Closed
8472,LDSP 491,W3,WI: Leadership Internship Sem,3,  WI,Lec,MWF,1400-1450,FORBES 2014,Heuvel  Sean,0,Closed
8473,LDSP 491,W4,WI: Leadership Internship Sem,3,  WI,Lec,TR,1500-1615,LUTR 352,Callahan  Kathleen,0,Closed
8474,LDSP 491,W5,WI: Leadership Internship Sem,3,  WI,Lec,MW,1600-1715,LUTR 139,Gagnon  Elizabeth,0,Closed
8475,LDSP 491,W6,WI: Leadership Internship Sem,3,  WI,Lec,W,1800-2100,LUTR 269,Waters  Molly,0,Closed
8553,MATH 109,1,Thrthcl Fndtn of Elem Schl Mth,3,,Lec,TR,0930-1045,MCM 312,Lenhart  Sara,6,Open
8554,MATH 109,2,Thrthcl Fndtn of Elem Schl Mth,3,,Lec,TR,1100-1215,FORBES 3012,Lenhart  Sara,0,Closed
8569,MATH 115,1,Contemporary Mathematics,3,  LLF,Lec,MWF,1000-1050,LUTR 376,Tong  Zheng,0,Closed
8571,MATH 115,2,Contemporary Mathematics,3,  LLF,Lec,MWF,1200-1250,LUTR 347,Tong  Zheng,0,Closed
8573,MATH 115,3,Contemporary Mathematics,3,  LLF,Lec,MWF,1500-1550,LUTR 376,Edradan  Alberto,4,Open
8576,MATH 115,5,Contemporary Mathematics,3,  LLF,Lec,TR,1630-1745,LUTR 347,Wolfe  Justin,0,Closed
8578,MATH 120,1,The Saga of Mathematics,3,  LLF,Lec,TR,1330-1445,LUTR 350,Lenhart  Sara,0,Closed
8579,MATH 125,1,Elementary Statistics,3,  LLF,Lec,MWF,0800-0850,LUTR 372,Carpenter  Ryan,0,Closed
8597,MATH 125,11,Elementary Statistics,3,  LLF,Lec,TR,1330-1445,LUTR 372,Saghera  Samantha,0,Closed
8599,MATH 125,12,Elementary Statistics,3,  LLF,Lec,TR,0800-0915,LUTR 269,Kelly  James,12,Open
8602,MATH 125,14,Elementary Statistics,3,  LLF,Lec,MW,1600-1715,LUTR 376,Perry  James,1,Open
8581,MATH 125,2,Elementary Statistics,3,  LLF,Lec,TR,0800-0915,LUTR 372,Saghera  Samantha,1,Open
8582,MATH 125,3,Elementary Statistics,3,  LLF,Lec,MWF,0900-0950,LUTR 170,Carpenter  Ryan,0,Closed
8583,MATH 125,4,Elementary Statistics,3,  LLF,Lec,TR,0930-1045,LUTR 372,Saghera  Samantha,0,Closed
8585,MATH 125,6,Elementary Statistics,3,  LLF,Lec,MWF,1100-1150,LUTR 372,Samuels  Charles,1,Open
8586,MATH 125,7,Elementary Statistics,3,  LLF,Lec,TR,1100-1215,LUTR 372,Kelly  James,0,Closed
8588,MATH 125,8,Elementary Statistics,3,  LLF,Lec,MWF,1200-1250,LUTR 372,Kelly  James,0,Closed
8589,MATH 125,9,Elementary Statistics,3,  LLF,Lec,MWF,1300-1350,LUTR 372,Perry  James,3,Open
8607,MATH 127,1,Elementary Cryptography,3,  LLF,Lec,MWF,1000-1050,FORBES 3014,Perry  James,0,Closed
8609,MATH 128,1,Intro-Mathematical Programming,3,  LLF,Lec,TR,1630-1745,FORBES 2070A,Martin  James,19,Open
8611,MATH 130,1,Precalculus,3,  LLF,Lec,MWF,0800-0850,LUTR 352,Chen  Hongwei,2,Open
8614,MATH 130,2,Precalculus,3,  LLF,Lec,MWF,1400-1450,LUTR 376,Kelly  Jessica,0,Closed
8621,MATH 130,3,Precalculus,3,  LLF,Lec,TR,0800-0915,LUTR 170,Edradan  Alberto,0,Closed
8624,MATH 130,4,Precalculus,3,  LLF,Lec,TR,1330-1445,LUTR 376,Tong  Zheng,0,Closed
8626,MATH 130,5,Precalculus,3,  LLF,Lec,TR,1500-1615,LUTR 376,Tong  Zheng,0,Closed
8638,MATH 131,1,Math for the Life Sciences,3,  LLF,Lec,MWF,0900-0950,FORBES 2070A,Bradie  Brian,2,Open
8646,MATH 135,2,Calculus for Busn/Social Sci,3,  LLF,Lec,MWF,0800-0850,FORBES 2070A,Nailor  Jeanne,10,Open
8657,MATH 135,3,Calculus for Busn/Social Sci,3,  LLF,Lec,MWF,1100-1150,FORBES 2090,Nailor  Jeanne,0,Closed
8660,MATH 135,4,Calculus for Busn/Social Sci,3,  LLF,Lec,MW,1800-1915,FORBES 2070A,Kidd  Holly,0,Closed
8664,MATH 135,5,Calculus for Busn/Social Sci,3,  LLF,Lec,TR,1800-1915,LUTR 242,Indika  S.H. Sathish,29,Open
9208,MATH 135,7,Calculus for Busn/Social Sci,3,  LLF,Lec,MWF,1100-1150,FORBES 3012,Panayotova  Iordanka,1,Open
9217,MATH 135,8,Calculus for Busn/Social Sci,3,  LLF,Lec,TR,0930-1045,LUTR 264,Edradan  Alberto,7,Open
8688,MATH 140,1,Calculus and Analytic Geometry,4,  LLF,Lec,MTWRF,0800-0850,FORBES 2070C,Fogarty  Neville,2,Open
8690,MATH 140,2,Calculus and Analytic Geometry,4,  LLF,Lec,MTWRF,1100-1150,FORBES 3014,Kennedy  Christopher,0,Closed
8693,MATH 140,3,Calculus and Analytic Geometry,4,  LLF,Lec,MWF; TR,1300-1350; 1330-1420,FORBES 2070D; FORBES 2070D,Samuels  Charles,0,Closed
8699,MATH 140,4,Calculus and Analytic Geometry,4,  LLF,Lec,MTWRF,1500-1550,FORBES 2090,Kuster  George,0,Closed
8701,MATH 140,5,Calculus and Analytic Geometry,4,  LLF,Lec,MWF; TR,0900-0950; 0930-1045,FORBES 2070C; FORBES 2070C,Nailor  Jeanne,0,Closed
8774,MATH 240,1,Intermediate Calculus,4,  LLF,Lec,MW; F,0900-1015; 0900-0950,LUTR 372; LUTR 372,Panayotova  Iordanka,0,Closed
8784,MATH 240,2,Intermediate Calculus,4,  LLF,Lec,MW; F,1100-1215; 1100-1150,LUTR 350; LUTR 350,Fogarty  Neville,0,Closed
8787,MATH 240,3,Intermediate Calculus,4,  LLF,Lec,MW; F,1300-1415; 1300-1350,LUTR 347; LUTR 347,Panayotova  Iordanka,0,Closed
8792,MATH 240,4,Intermediate Calculus,4,  LLF,Lec,MW; F,1500-1615; 1500-1550,FORBES 2070C; FORBES 2070C,Martin  James,0,Closed
8798,MATH 245,1,Proofs and Discrete Math,3,  AIIF  LLF,Lec,MWF,0800-0850,LUTR 139,Perry  James,11,Open
8809,MATH 250,1,Multivariable Calculus,3,  LLF,Lec,MWF,0900-0950,FORBES 3014,Chen  Hongwei,0,Closed
8814,MATH 260,1,Linear Algebra,3,  LLF,Lec,MWF,1000-1050,FORBES 2070A,Bradie  Brian,0,Closed
8821,MATH 301,W1,WI: Writing in Mathematics,1,  LLF  WI,Lec,T,1000-1050,LUTR 350,Fogarty  Neville,0,Closed
8825,MATH 320,1,Ordinary Differentl Equations,3,  LLF,Lec,TR,0930-1045,MCM 210,Bradie  Brian,0,Closed
9327,MATH 320,2,Ordinary Differentl Equations,3,  LLF,Lec,TR,0930-1045,LUTR 352,Carpenter  Ryan,0,Closed
8830,MATH 330,1,Graph Theory and Combinatorics,3,,Lec,MWF,1400-1450,FORBES 2070D,Samuels  Charles,13,Open
9156,MATH 355,1,Complex Variables,3,  LLF,Lec,MWF,1100-1150,LUTR 376,Chen  Hongwei,2,Open
8833,MATH 360,1,Real Analysis I,3,  AIIF  LLF,Lec,MWF,1200-1250,LUTR 376,Kennedy  Christopher,8,Open
8839,MATH 395,1,Special Topics,3,  LLF,Lec,TR,1100-1215,LUTR 352,Martin  James,3,Open
8846,MATH 440,1,Mathematical Modeling,3,  LLF,Lec,MWF,1000-1050,FORBES 3012,Kelly  Jessica,8,Open
8849,MATH 451,1,Independent Learning Experienc,1,  LLF,Lec,T,1330-1445,FORBES 3014,Kelly  Jessica,7,Open
8856,MATH 460,1,Real Analysis II,3,,Lec,MWF,1000-1050,FORBES 2074,Kelly  James,21,Open
9372,MATH 499,1,Ind St: Topological Dynamics,3-Jan,  LLF,Ind,,,ARR ,Kelly  James,0,Closed
9374,MATH 499,2,Ind St: Fractal Geometry,3-Jan,  LLF,Ind,,,ARR ,Kelly  Jessica,0,Closed
9033,MATH 578,1,Elmntry Geomtry frm Adv Viewpt,3,  LLF,Lec,R,1800-2045,LUTR 350,Kuster  George,6,Open
8074,MGMT 310,1,Leadership in Business,3,,Lec,MWF,1200-1250,LUTR 269,Spranger  Angela,0,Closed
8075,MGMT 310,2,Leadership in Business,3,,Lec,MWF,1300-1350,LUTR 269,Spranger  Angela,0,Closed
8076,MGMT 355,1,Management Science,3,,Lec,TR,1100-1215,LUTR 123,Hasbrouck  Robert,0,Closed
8077,MGMT 355,2,Management Science,3,,Lec,TR,1330-1445,LUTR 123,Hasbrouck  Robert,1,Open
8078,MGMT 480,1,Internship in Management,3,,Int,,,ARR ,Staff  CNU,0,Closed
8079,MGMT 491,W1,WI: Senior Sem in Management,3,  WI,Lec,TR,0930-1045,LUTR 269,McMahon  Joan,0,Closed
8080,MGMT 491,W2,WI: Senior Sem in Management,3,  WI,Lec,TR,1100-1215,LUTR 131,McMahon  Joan,0,Closed
8081,MGMT 491,W3,WI: Senior Sem in Management,3,  WI,Lec,TR,1330-1445,LUTR 269,McMahon  Joan,1,Open
8082,MGMT 495,1,SP TPC:Intro to Data Analytics,3,,Lec,MWF,1200-1250,LUTR 105,Shaltayev  Dmitriy,6,Open
8083,MGMT 495,2,SP TPC:Intro to Data Analytics,3,,Lec,MWF,1300-1350,LUTR 105,Shaltayev  Dmitriy,8,Open
8084,MGMT 499,1,Independent Study,3-Jan,,Ind,,,ARR ,Staff  CNU,0,Closed
8085,MKTG 310,1,Interactive Marketing,3,,Lec,MWF,1000-1050,LUTR 242,Kim  Dae-Hee,0,Closed
8086,MKTG 310,2,Interactive Marketing,3,,Lec,MWF,1100-1150,LUTR 242,Kim  Dae-Hee,0,Closed
8087,MKTG 330,1,Digital Marketing,3,,Lec,MW,1800-1915,LUTR 105,Hettche  Matthew,0,Closed
8088,MKTG 330,2,Digital Marketing,3,,Lec,MW,1930-2045,LUTR 105,Hettche  Matthew,3,Open
8089,MKTG 420,1,Consumer Research,3,,Lec,MW,1600-1715,LUTR 105,Kim  Dae-Hee,0,Closed
8090,MKTG 470,W1,WI: Interactive Mktg Strategy,3,  WI,Lec,TR,0930-1045,LUTR 142,Spiller  Lisa,0,Closed
8091,MKTG 470,W2,WI: Interactive Mktg Strategy,3,  WI,Lec,TR,1100-1215,LUTR 142,Spiller  Lisa,0,Closed
8092,MKTG 470,W3,WI: Interactive Mktg Strategy,3,  WI,Lec,TR,1330-1445,LUTR 142,Spiller  Lisa,0,Closed
8093,MKTG 480,1,Internship in Marketing,3,,Int,,,ARR ,Staff  CNU,0,Closed
8094,MKTG 499,1,Independent Study,3-Jan,,Ind,,,ARR ,Staff  CNU,0,Closed
8770,MLAN 205,1,The Novel-English Translation,3,  AIWT,Lec,MWF,0900-0950,MCM 257,Valdez  Elena,4,Open
8775,MLAN 205,2,The Novel-English Translation,3,  AIWT,Lec,MWF,1100-1150,MCM 257,Valdez  Elena,4,Open
9016,MLAN 308,1,Cross Cultural Awareness,3,  AIGM,Lec,MWF,0900-0950,MCM 160,Siewe Seuchie  Patricia,14,Open
9020,MLAN 308,2,Cross Cultural Awareness,3,  AIGM,Lec,MWF,1000-1050,MCM 362,Siewe Seuchie  Patricia,0,Closed
8857,MLAN 310,1,Texts in Context,3,  AICE,Lec,TR,1100-1215,MCM 310,Finley  Sarah,6,Open
9036,MLAN 511,1,Advanced Strategies in TESOL,3,,Lec,M,1700-1945,MCM 310,Grau  Michelle,0,Closed
8988,MLSC 101,1,Leadership/Personal Developmen,2,,Lec,,,ARR ,Staff  CNU,0,Closed
8989,MLSC 102,1,Intro to Tactical Leadership,2,,Lec,TR,1100-1215,MCM 162,Kirby  Joseph,8,Open
8994,MLSC 102L,1,Leadership Lab,1,,Lab,W,1500-1715,ARR ,Kirby  Joseph,8,Open
8996,MLSC 202,1,Foundat of Tactical Leadership,2,,Lec,TR,1330-1445,MCM 162,Galer  Joshua,11,Open
8997,MLSC 202L,1,Leadership Lab,1,,Lab,W,1500-1715,ARR ,Galer  Joshua,12,Open
8999,MLSC 302,1,Ldshp in Changing Environments,3,,Lec,TR,1100-1215,MCM 112,Aeillo  Christopher,19,Open
9004,MLSC 302L,1,Leadership Lab,1,,Lab,W,1500-1715,ARR ,Aeillo  Christopher,19,Open
9015,MLSC 402,1,Leadership in a Complex World,3,,Lec,TR,1330-1445,MCM 112,Kimbrough  James,19,Open
9341,MLSC 402,2,Leadership in a Complex World,3,,Lec,TR,1500-1615,LUTR ,Kimbrough  James,2,Open
9019,MLSC 402L,1,Leadership Lab,1,,Lab,W,1500-1715,ARR ,Kimbrough  James,18,Open
8163,MUSC 012,1,Performance Attendance,0,,Fie,,,ARR ,Reimer  Mark,32,Open
9284,MUSC 014,1,Strings Masterclass,0,,Lab,M,1200-1250,FERG A183,Greydanus  Peter,0,Closed
9293,MUSC 014,10,Piano Masterclass,0,,Lab,R,1230-1315,FERG A183,Corbin  Benjamin,0,Closed
9285,MUSC 014,2,Woodwinds Masterclass,0,,Lab,W,1200-1250,FERG 220,Richmond  James,0,Closed
9286,MUSC 014,3,Low Brass Masterclass,0,,Lab,M,1200-1250,FERG 220,Martell  Rodney,0,Closed
9287,MUSC 014,4,Trumpet Masterclass,0,,Lab,W,1200-1250,FERG A100,Rossum  Kelly,0,Closed
9288,MUSC 014,5,Voice Masterclass,0,,Lab,W,1200-1250,FERG A183,McGuire  John,0,Closed
9289,MUSC 014,6,Voice Masterclass,0,,Lab,F,1400-1450,FERG 220,Mooney  Chris,0,Closed
9290,MUSC 014,7,Percussion Masterclass,0,,Lab,M,1200-1250,FERG A100,Bowman  Joshua,0,Closed
9291,MUSC 014,8,Composition Masterclass,0,,Lab,W,1200-1250,FERG 213,Cook  Christopher,0,Closed
9292,MUSC 014,9,Jazz Masterclass,0,,Lab,F,1200-1250,FERG A100,Rossum  Kelly,0,Closed
8178,MUSC 101,1,Wind Ensemble,1,  AICE,Lab,TR,1630-1820,FERG A100,Reimer  Mark,16,Open
8181,MUSC 102,1,University Orchestra,1,  AICE,Lab,MW,1800-1950,FERG A100,Thompson  J.,19,Open
8184,MUSC 103,1,Jazz Ensemble,1,  AICE,Lab,MWF,1300-1350,FERG A100,Rossum  Kelly,0,Closed
8185,MUSC 104,1,Chamber Ensemble,1,,Lab,,,ARR ,Lopez  John,9,Open
9223,MUSC 104,2,Chamber Ensemble,1,,Lab,,,ARR ,Corbin  Benjamin,2,Open
8187,MUSC 105,1,Chamber Choir,1,  AICE,Lab,MW; F,1300-1450; 1300-1350,FERG A183; FERG A183,Irving  John,7,Open
8189,MUSC 106,1,Women&#39;s Chorus,1,  AICE,Lab,TR,0930-1045,FERG A183,Irving  John,12,Open
8190,MUSC 108,1,Jazz Combo,1,,Lab,T,1930-2130,FERG A183,Staff  CNU,2,Open
8193,MUSC 114,1,University Band,1,  AICE,Lab,MW,1600-1750,FERG A100,Lopez  John,42,Open
8195,MUSC 116,1,Elementary Keyboard Skills,1,,Lab,TR,0800-0915,FERG 213,Emory  Danielle,7,Open
8204,MUSC 116,2,Elementary Keyboard Skills,1,,Lab,TR,1100-1215,FERG 213,Daniel  Suzanne,1,Open
8199,MUSC 117,1,Men&#39;s Chorus,1,  AICE,Lab,TR,0930-1045,FERG A100,Frook  Sarah,18,Open
8201,MUSC 120,1,Saxophone Ensemble,1,,Lab,,,ARR ,Richmond  James,6,Open
8206,MUSC 122,1,String Chamber Music,1,,Lab,,,ARR ,Greydanus  Peter,7,Open
8209,MUSC 123,1,Pep Band,0 - 1,,Lab,W,2000-2200,FERG A100,Lopez  John,3,Open
8218,MUSC 124,1,Percussion Ensemble,1,,Lab,MWF,1500-1550,FERG A100,Bowman  Joshua,7,Open
8219,MUSC 126,1,Elementary Improve Skills II,1,,Lab,M,0800-0850,FERG A100,Sully  Ballard,27,Open
8220,MUSC 200,1,Music Technology,1,,Lec,MWF,1100-1150,FERG 213,Bowman  Joshua,3,Open
8221,MUSC 200,2,Music Technology,1,,Lec,TR,1330-1445,FERG 213,Bowman  Joshua,4,Open
8265,MUSC 210,1,Elementary Ear Training,1,,Lab,TR,0800-0915,FERG 210,Mooney  Chris,1,Open
8222,MUSC 210,2,Elementary Ear Training,1,,Lab,TR,1100-1215,FERG 210,Frook  Sarah,10,Open
8223,MUSC 212,1,Tonal Harmony &amp; Voice-Leading,3,,Lec,MWF,1000-1050,FERG 210,Cook  Christopher,3,Open
